부쩍 비참함,O S-FEELING
오늘 비탄함,O S-FEELING
좀 비통함,O S-FEELING
음 뼈저림,O S-FEELING
어쩐지 사무침,O S-FEELING
정말 서러움,O S-FEELING
많이 서운함,O S-FEELING
기분이 섭섭함,O S-FEELING
왠지 속상함,O S-FEELING
요즘 송구함,O S-FEELING
요즘따라 숙연함,O S-FEELING
나 슬퍼함,O S-FEELING
상당히 실망함,O S-FEELING
사실 심각함,O S-FEELING
오늘따라 심란함,O S-FEELING
여기 쓸쓸함,O S-FEELING
분위기가 씁쓸함,O S-FEELING
되게 아까움,O S-FEELING
뭔가 아쉬움,O S-FEELING
부쩍 안쓰러움,O S-FEELING
오늘 안타까움,O S-FEELING
좀 암담함,O S-FEELING
음 암울함,O S-FEELING
어쩐지 애끓음,O S-FEELING
정말 애처로움,O S-FEELING
많이 야속함,O S-FEELING
기분이 외로움,O S-FEELING
왠지 우울함,O S-FEELING
요즘 움,O S-FEELING
요즘따라 울먹임,O S-FEELING
나 울적함,O S-FEELING
상당히 울컥함,O S-FEELING
사실 원통함,O S-FEELING
오늘따라 유감스러움,O S-FEELING
여기 음울함,O S-FEELING
분위기가 자책함,O S-FEELING
되게 자포자기함,O S-FEELING
뭔가 적적함,O S-FEELING
부쩍 절규함,O S-FEELING
오늘 절망함,O S-FEELING
좀 절박함,O S-FEELING
음 절실함,O S-FEELING
어쩐지 좌절스러움,O S-FEELING
정말 죄송함,O S-FEELING
많이 죄책감듦,O S-FEELING
기분이 주눅듦,O S-FEELING
왠지 짠함,O S-FEELING
요즘 찡함,O S-FEELING
요즘따라 착잡함,O S-FEELING
나 참담함,O S-FEELING
상당히 참회함,O S-FEELING
사실 창피함,O S-FEELING
오늘따라 처량함,O S-FEELING
여기 처절함,O S-FEELING
분위기가 처참함,O S-FEELING
되게 초라함,O S-FEELING
뭔가 측은함,O S-FEELING
부쩍 침울함,O S-FEELING
오늘 침통함,O S-FEELING
좀 탄식함,O S-FEELING
음 통탄함,O S-FEELING
어쩐지 한숨나옴,O S-FEELING
정말 한스러움,O S-FEELING
많이 한탄함,O S-FEELING
기분이 허무함,O S-FEELING
왠지 허전함,O S-FEELING
요즘 허탈함,O S-FEELING
요즘따라 후회함,O S-FEELING
나 휑함,O S-FEELING
상당히 겁남,O S-FEELING
사실 겁쟁이임,O S-FEELING
오늘따라 긴박함,O S-FEELING
여기 긴장됨,O S-FEELING
분위기가 두려움,O S-FEELING
되게 무서움,O S-FEELING
뭔가 무시무시함,O S-FEELING
부쩍 불안정함,O S-FEELING
오늘 불안함,O S-FEELING
좀 살벌함,O S-FEELING
음 새파래짐,O S-FEELING
어쩐지 섬뜩함,O S-FEELING
정말 소름끼침,O S-FEELING
많이 스산함,O S-FEELING
기분이 아슬아슬함,O S-FEELING
왠지 아찔함,O S-FEELING
요즘 안절부절함,O S-FEELING
요즘따라 오싹함,O S-FEELING
나 으스스함,O S-FEELING
상당히 을씨년스러움,O S-FEELING
사실 잔인함,O S-FEELING
오늘따라 잔혹함,O S-FEELING
여기 조마조마함,O S-FEELING
분위기가 초조함,O S-FEELING
되게 아픔,O S-FEELING
뭔가 헤어짐,O S-FEELING
부쩍 떨어짐,O S-FEELING
오늘 다침,O S-FEELING
좀 꿀꿀함,O S-FEELING
음 갑갑함,O S-FEELING
어쩐지 고리타분함,O S-FEELING
정말 귀찮음,O S-FEELING
많이 답답함,O S-FEELING
기분이 따분함,O S-FEELING
왠지 무료함,O S-FEELING
요즘 서먹함,O S-FEELING
요즘따라 신통찮음,O S-FEELING
나 싫증남,O S-FEELING
상당히 심드렁함,O S-FEELING
사실 심심함,O S-FEELING
오늘따라 어색함,O S-FEELING
여기 재미없음,O S-FEELING
분위기가 지겨움,O S-FEELING
되게 지긋지긋함,O S-FEELING
뭔가 지루함,O S-FEELING
부쩍 집 가고 싶음,O B-FEELING I-FEELING E-FEELING
오늘 골치아픔,O S-FEELING
좀 기진맥진함,O S-FEELING
음 아픔,O S-FEELING
어쩐지 지끈거림,O S-FEELING
정말 피곤함,O S-FEELING
많이 잠옴,O S-FEELING
기분이 졸림,O S-FEELING
왠지 싫음,O S-FEELING
요즘 속이 안 좋음,O B-FEELING I-FEELING E-FEELING
요즘따라 꽝임,O S-FEELING
나 메롱임,O S-FEELING
상당히 스트레스 받음,O B-FEELING E-FEELING
사실 별로임,O S-FEELING
오늘따라 기분 나쁨,O B-FEELING E-FEELING
여기 힘듦,O S-FEELING
분위기가 야근임,O S-FEELING
되게 잠이 안옴,O B-FEELING E-FEELING
뭔가 무기력함,O S-FEELING
부쩍 수면부족임,O S-FEELING
오늘 정신줄 놓음,O B-FEELING E-FEELING
좀 망함,O S-FEELING
음 갑작스러움,O S-FEELING
어쩐지 경악함,O S-FEELING
정말 급작스러움,O S-FEELING
많이 기겁함,O S-FEELING
기분이 기절초풍함,O S-FEELING
왠지 기절함,O S-FEELING
요즘 까무러침,O S-FEELING
요즘따라 당혹스러움,O S-FEELING
나 당황스러움,O S-FEELING
상당히 뜨악함,O S-FEELING
사실 만만치않음,O S-FEELING
오늘따라 충격받음,O S-FEELING
여기 움찔함,O S-FEELING
분위기가 이상함,O S-FEELING
되게 철렁함,O S-FEELING
뭔가 충격적임,O S-FEELING
부쩍 흠칫함,O S-FEELING
오늘 격노함,O S-FEELING
좀 격분함,O S-FEELING
음 격앙됨,O S-FEELING
어쩐지 격양됨,O S-FEELING
정말 격해짐,O S-FEELING
많이 괘씸함,O S-FEELING
기분이 굴욕적임,O S-FEELING
왠지 기분나쁨,O S-FEELING
요즘 나쁨,O S-FEELING
요즘따라 노여움,O S-FEELING
나 멸시당함,O S-FEELING
상당히 모멸감듦,O S-FEELING
사실 모욕적임,O S-FEELING
오늘따라 못됨,O S-FEELING
여기 무시당함,O S-FEELING
분위기가 미움,O S-FEELING
되게 버럭함,O S-FEELING
뭔가 분노함,O S-FEELING
부쩍 분통터짐,O S-FEELING
오늘 분함,O S-FEELING
좀 불만스러움,O S-FEELING
음 불만족스러움,O S-FEELING
어쩐지 비아냥거림,O S-FEELING
정말 삐침,O S-FEELING
많이 속썩임,O S-FEELING
기분이 신경질적임,O S-FEELING
왠지 심술궂음,O S-FEELING
요즘 야박함,O S-FEELING
요즘따라 약오름,O S-FEELING
나 얄미움,O S-FEELING
상당히 어이없음,O S-FEELING
사실 언짢음,O S-FEELING
오늘따라 울화통터짐,O S-FEELING
여기 원망스러움,O S-FEELING
분위기가 의심스러움,O S-FEELING
되게 증오함,O S-FEELING
뭔가 지랄함,O S-FEELING
부쩍 질투함,O S-FEELING
오늘 짜증남,O S-FEELING
좀 치가 떨림,O B-FEELING E-FEELING
음 치밀어오름,O S-FEELING
어쩐지 치사함,O S-FEELING
정말 치욕적임,O S-FEELING
많이 고통스러움,O S-FEELING
기분이 죽고싶음,O S-FEELING
왠지 토나옴,O S-FEELING
요즘 화남,O S-FEELING
오늘 가뿐하네요,O S-FEELING
좀 갈구하네요,O S-FEELING
음 갈망하네요,O S-FEELING
어쩐지 감개무량하네요,O S-FEELING
정말 감격했네요,O S-FEELING
많이 감동했네요,O S-FEELING
기분이 감미롭네요,O S-FEELING
왠지 감사하네요,O S-FEELING
요즘 감질나네요,O S-FEELING
요즘따라 경쾌하네요,O S-FEELING
나 고맙네요,O S-FEELING
상당히 궁금하네요,O S-FEELING
사실 근사하네요,O S-FEELING
오늘따라 기분좋네요,O S-FEELING
여기 기쁘네요,O S-FEELING
분위기가 낭만적이네요,O S-FEELING
되게 달갑네요,O S-FEELING
뭔가 대견하네요,O S-FEELING
부쩍 두근거리네요,O S-FEELING
오늘 따뜻하네요,O S-FEELING
좀 따스하네요,O S-FEELING
음 만족하네요,O S-FEELING
어쩐지 반갑네요,O S-FEELING
정말 보기좋네요,O S-FEELING
많이 부러워하네요,O S-FEELING
기분이 뿌듯하네요,O S-FEELING
왠지 사랑스럽네요,O S-FEELING
요즘 상쾌하네요,O S-FEELING
요즘따라 상큼하네요,O S-FEELING
나 설레네요,O S-FEELING
상당히 섹시하네요,O S-FEELING
사실 속시원하네요,O S-FEELING
오늘따라 신나네요,O S-FEELING
여기 신명나네요,O S-FEELING
분위기가 신바람나네요,O S-FEELING
되게 신비롭네요,O S-FEELING
뭔가 싱글벙글하네요,O S-FEELING
부쩍 아리송하네요,O S-FEELING
오늘 알쏭달쏭하네요,O S-FEELING
좀 어여쁘네요,O S-FEELING
음 예쁘네요,O S-FEELING
어쩐지 우아하네요,O S-FEELING
정말 웃네요,O S-FEELING
많이 웃어넘기네요,O S-FEELING
기분이 유쾌하네요,O S-FEELING
왠지 자부하네요,O S-FEELING
요즘 재미있네요,O S-FEELING
요즘따라 조심스럽네요,O S-FEELING
나 좋네요,O S-FEELING
상당히 즐겁네요,O S-FEELING
사실 천만다행이네요,O S-FEELING
오늘따라 친근하네요,O S-FEELING
여기 친숙하네요,O S-FEELING
분위기가 콩닥거리네요,O S-FEELING
되게 쾌적하네요,O S-FEELING
뭔가 탐나하네요,O S-FEELING
부쩍 통쾌하네요,O S-FEELING
오늘 편안하네요,O S-FEELING
좀 행복하네요,O S-FEELING
음 후련하네요,O S-FEELING
어쩐지 훌륭하네요,O S-FEELING
정말 흐뭇하네요,O S-FEELING
많이 흡족하네요,O S-FEELING
기분이 흥겹네요,O S-FEELING
왠지 흥미롭네요,O S-FEELING
요즘 희희낙락하네요,O S-FEELING
요즘따라 이쁘네요,O S-FEELING
나 가슴아프네요,O S-FEELING
상당히 가슴앓이하네요,O S-FEELING
사실 각박하네요,O S-FEELING
오늘따라 간절하네요,O S-FEELING
여기 걱정하네요,O S-FEELING
분위기가 고달프네요,O S-FEELING
되게 고독하네요,O S-FEELING
뭔가 곤욕스럽네요,O S-FEELING
부쩍 공허하네요,O S-FEELING
오늘 괴롭네요,O S-FEELING
좀 그리워하네요,O S-FEELING
음 근심스럽네요,O S-FEELING
어쩐지 글썽글썽하네요,O S-FEELING
정말 기구하네요,O S-FEELING
많이 기운없네요,O S-FEELING
기분이 낙담하네요,O S-FEELING
왠지 낙심하네요,O S-FEELING
요즘 난처하네요,O S-FEELING
요즘따라 낭패스럽네요,O S-FEELING
나 막막하네요,O S-FEELING
상당히 망연자실하네요,O S-FEELING
사실 먹먹하네요,O S-FEELING
오늘따라 미안하네요,O S-FEELING
여기 북받치네요,O S-FEELING
분위기가 부끄럽네요,O S-FEELING
되게 불쌍하네요,O S-FEELING
뭔가 불행하네요,O S-FEELING
부쩍 비참하네요,O S-FEELING
오늘 비탄하네요,O S-FEELING
좀 비통하네요,O S-FEELING
음 뼈저리네요,O S-FEELING
어쩐지 사무치네요,O S-FEELING
정말 서럽네요,O S-FEELING
많이 서운하네요,O S-FEELING
기분이 섭섭하네요,O S-FEELING
왠지 속상하네요,O S-FEELING
요즘 송구하네요,O S-FEELING
요즘따라 숙연하네요,O S-FEELING
나 슬퍼하네요,O S-FEELING
상당히 실망하네요,O S-FEELING
사실 심각하네요,O S-FEELING
오늘따라 심란하네요,O S-FEELING
여기 쓸쓸하네요,O S-FEELING
분위기가 씁쓸하네요,O S-FEELING
되게 아깝네요,O S-FEELING
뭔가 아쉽네요,O S-FEELING
부쩍 안쓰럽네요,O S-FEELING
오늘 안타깝네요,O S-FEELING
좀 암담하네요,O S-FEELING
음 암울하네요,O S-FEELING
어쩐지 애끓네요,O S-FEELING
정말 애처롭네요,O S-FEELING
많이 야속하네요,O S-FEELING
기분이 외롭네요,O S-FEELING
왠지 우울하네요,O S-FEELING
요즘 우네요,O S-FEELING
요즘따라 울먹이네요,O S-FEELING
나 울적하네요,O S-FEELING
상당히 울컥하네요,O S-FEELING
사실 원통하네요,O S-FEELING
오늘따라 유감스럽네요,O S-FEELING
여기 음울하네요,O S-FEELING
분위기가 자책하네요,O S-FEELING
되게 자포자기하네요,O S-FEELING
뭔가 적적하네요,O S-FEELING
부쩍 절규하네요,O S-FEELING
오늘 절망하네요,O S-FEELING
좀 절박하네요,O S-FEELING
음 절실하네요,O S-FEELING
어쩐지 좌절되네요,O S-FEELING
정말 죄송하네요,O S-FEELING
많이 죄책감드네요,O S-FEELING
기분이 주눅드네요,O S-FEELING
왠지 짠하네요,O S-FEELING
요즘 찡하네요,O S-FEELING
요즘따라 착잡하네요,O S-FEELING
나 참담하네요,O S-FEELING
상당히 참회하네요,O S-FEELING
사실 창피하네요,O S-FEELING
오늘따라 처량하네요,O S-FEELING
여기 처절하네요,O S-FEELING
분위기가 처참하네요,O S-FEELING
되게 초라하네요,O S-FEELING
뭔가 측은하네요,O S-FEELING
부쩍 침울하네요,O S-FEELING
오늘 침통하네요,O S-FEELING
좀 탄식하네요,O S-FEELING
음 통탄하네요,O S-FEELING
어쩐지 한숨나오네요,O S-FEELING
정말 한스럽네요,O S-FEELING
많이 한탄하네요,O S-FEELING
기분이 허무하네요,O S-FEELING
왠지 허전하네요,O S-FEELING
요즘 허탈하네요,O S-FEELING
요즘따라 후회하네요,O S-FEELING
나 휑하네요,O S-FEELING
상당히 겁나네요,O S-FEELING
사실 겁쟁이네요,O S-FEELING
오늘따라 긴박하네요,O S-FEELING
여기 긴장되네요,O S-FEELING
분위기가 두렵네요,O S-FEELING
되게 무섭네요,O S-FEELING
뭔가 무시무시하네요,O S-FEELING
부쩍 불안정하네요,O S-FEELING
오늘 불안하네요,O S-FEELING
좀 살벌하네요,O S-FEELING
음 새파래지네요,O S-FEELING
어쩐지 섬뜩하네요,O S-FEELING
정말 소름끼치네요,O S-FEELING
많이 스산하네요,O S-FEELING
기분이 아슬아슬하네요,O S-FEELING
왠지 아찔하네요,O S-FEELING
요즘 안절부절하네요,O S-FEELING
요즘따라 오싹하네요,O S-FEELING
나 으스스하네요,O S-FEELING
상당히 을씨년스럽네요,O S-FEELING
사실 잔인하네요,O S-FEELING
오늘따라 잔혹하네요,O S-FEELING
여기 조마조마하네요,O S-FEELING
분위기가 초조하네요,O S-FEELING
되게 아프네요,O S-FEELING
뭔가 헤어졌네요,O S-FEELING
부쩍 떨어졌네요,O S-FEELING
오늘 다쳤네요,O S-FEELING
좀 꿀꿀하네요,O S-FEELING
음 갑갑하네요,O S-FEELING
어쩐지 고리타분하네요,O S-FEELING
정말 귀찮네요,O S-FEELING
많이 답답하네요,O S-FEELING
기분이 따분하네요,O S-FEELING
왠지 무료하네요,O S-FEELING
요즘 서먹하네요,O S-FEELING
요즘따라 신통찮네요,O S-FEELING
나 싫증나네요,O S-FEELING
상당히 심드렁하네요,O S-FEELING
사실 심심하네요,O S-FEELING
오늘따라 어색하네요,O S-FEELING
여기 재미없네요,O S-FEELING
분위기가 지겹네요,O S-FEELING
되게 지긋지긋하네요,O S-FEELING
뭔가 지루하네요,O S-FEELING
부쩍 집 가고 싶네요,O B-FEELING I-FEELING E-FEELING
오늘 골치 아프네요,O B-FEELING E-FEELING
좀 기진맥진하네요,O S-FEELING
음 아프네요,O S-FEELING
어쩐지 지끈거리네요,O S-FEELING
정말 피곤하네요,O S-FEELING
많이 잠오네요,O S-FEELING
기분이 졸리네요,O S-FEELING
왠지 싫네요,O S-FEELING
요즘 속이 안 좋네요,O B-FEELING I-FEELING E-FEELING
요즘따라 꽝이네요,O S-FEELING
나 메롱이네요,O S-FEELING
상당히 스트레스 받네요,O B-FEELING E-FEELING
사실 별로네요,O S-FEELING
오늘따라 기분나쁘네요,O S-FEELING
여기 힘드네요,O S-FEELING
분위기가 야근하네요,O S-FEELING
되게 잠이 안오네요,O B-FEELING E-FEELING
뭔가 무기력하네요,O S-FEELING
부쩍 수면부족이네요,O S-FEELING
오늘 정신줄 놓았네요,O B-FEELING E-FEELING
좀 망했네요,O S-FEELING
음 갑작스럽네요,O S-FEELING
어쩐지 경악했네요,O S-FEELING
정말 급작스럽네요,O S-FEELING
많이 기겁했네요,O S-FEELING
기분이 기절초풍했네요,O S-FEELING
왠지 기절했네요,O S-FEELING
요즘 까무러치네요,O S-FEELING
요즘따라 당혹스럽네요,O S-FEELING
나 당황스럽네요,O S-FEELING
상당히 뜨악했네요,O S-FEELING
사실 만만치않네요,O S-FEELING
오늘따라 충격받았네요,O S-FEELING
여기 움찔했네요,O S-FEELING
분위기가 이상하네요,O S-FEELING
되게 철렁했네요,O S-FEELING
뭔가 충격적이네요,O S-FEELING
부쩍 흠칫했네요,O S-FEELING
오늘 격노했네요,O S-FEELING
좀 격분했네요,O S-FEELING
음 격앙되네요,O S-FEELING
어쩐지 격양되네요,O S-FEELING
정말 격해지네요,O S-FEELING
많이 괘씸하네요,O S-FEELING
기분이 굴욕적이네요,O S-FEELING
왠지 기분나쁘네요,O S-FEELING
요즘 나쁘네요,O S-FEELING
요즘따라 노여워하네요,O S-FEELING
나 멸시당하네요,O S-FEELING
상당히 모멸감드네요,O S-FEELING
사실 모욕적이네요,O S-FEELING
오늘따라 못됐네요,O S-FEELING
여기 무시당했네요,O S-FEELING
분위기가 밉네요,O S-FEELING
되게 버럭했네요,O S-FEELING
뭔가 분노하네요,O S-FEELING
부쩍 분통터지네요,O S-FEELING
오늘 분하네요,O S-FEELING
좀 불만스럽네요,O S-FEELING
음 불만족스럽네요,O S-FEELING
어쩐지 비아냥거리네요,O S-FEELING
정말 삐쳤네요,O S-FEELING
많이 속썩이네요,O S-FEELING
기분이 신경질적이네요,O S-FEELING
왠지 심술궂네요,O S-FEELING
요즘 야박하네요,O S-FEELING
요즘따라 약오르네요,O S-FEELING
나 얄밉네요,O S-FEELING
상당히 어이없네요,O S-FEELING
사실 언짢네요,O S-FEELING
오늘따라 울화통터지네요,O S-FEELING
여기 원망스럽네요,O S-FEELING
분위기가 의심스럽네요,O S-FEELING
되게 증오하네요,O S-FEELING
뭔가 지랄하네요,O S-FEELING
부쩍 질투하네요,O S-FEELING
오늘 짜증나네요,O S-FEELING
좀 치가 떨리네요,O B-FEELING E-FEELING
음 치밀어오르네요,O S-FEELING
어쩐지 치사하네요,O S-FEELING
정말 치욕적이네요,O S-FEELING
많이 고통스럽네요,O S-FEELING
기분이 죽고싶네요,O S-FEELING
왠지 토나오네요,O S-FEELING
요즘 화나네요,O S-FEELING
오늘 어쩐지 상당히 가뿐합니다,O O O S-FEELING
오늘 어쩐지 사실 갈구합니다,O O O S-FEELING
오늘 어쩐지 되게 갈망합니다,O O O S-FEELING
오늘 정말 많이 감개무량합니다,O O O S-FEELING
오늘 정말 기분이 감격했습니다,O O O S-FEELING
오늘 정말 나 감격했습니다,O O O S-FEELING
오늘 기분이 많이 감미롭습니다,O O O S-FEELING
오늘 상당히 여기 감사합니다,O O O S-FEELING
오늘 여기 분위기가 감질납니다,O O O S-FEELING
좀 여기 상당히 경쾌합니다,O O O S-FEELING
좀 여기 분위기가 고맙습니다,O O O S-FEELING
나 오늘 좀 궁금합니다,O O O S-FEELING
나 오늘 음 근사합니다,O O O S-FEELING
나 오늘 많이 기분좋습니다,O O O S-FEELING
나 오늘 기분이 기쁩니다,O O O S-FEELING
나 기분이 오늘 낭만적입니다,O O O S-FEELING
기분이 나 오늘 달갑습니다,O O O S-FEELING
기분이 음 좀 대견합니다,O O O S-FEELING
기분이 오늘 좀 두근거립니다,O O O S-FEELING
기분이 오늘 많이 따뜻합니다,O O O S-FEELING
어쩐지 기분이 오늘 따스합니다,O O O S-FEELING
왠지 오늘 기분이 만족합니다,O O O S-FEELING
왠지 나 오늘 반갑습니다,O O O S-FEELING
사실 나 오늘 보기좋습니다,O O O S-FEELING
오늘 나 사실 부러워합니다,O O O S-FEELING
나 오늘 사실 뿌듯합니다,O O O S-FEELING
요즘 나 사실 사랑스럽습니다,O O O S-FEELING
요즘 나 상당히 상쾌합니다,O O O S-FEELING
요즘 나 많이 상큼합니다,O O O S-FEELING
요즘 나 되게 설렙니다,O O O S-FEELING
오늘따라 여기 되게 섹시합니다,O O O S-FEELING
오늘따라 여기 분위기가 속시원합니다,O O O S-FEELING
오늘따라 왠지 여기 신납니다,O O O S-FEELING
오늘따라 분위기가 뭔가 신명납니다,O O O S-FEELING
뭔가 많이 좀 신바람납니다,O O O S-FEELING
오늘 어쩐지 상당히 신비롭습니다,O O O S-FEELING
오늘 어쩐지 사실 싱글벙글합니다,O O O S-FEELING
오늘 어쩐지 되게 아리송합니다,O O O S-FEELING
오늘 정말 많이 알쏭달쏭합니다,O O O S-FEELING
오늘 정말 기분이 어여쁩니다,O O O S-FEELING
오늘 정말 나 예쁘다,O O O S-FEELING
오늘 기분이 많이 우아합니다,O O O S-FEELING
오늘 상당히 여기 웃습니다,O O O S-FEELING
오늘 여기 분위기가 웃어넘깁니다,O O O S-FEELING
좀 여기 상당히 유쾌합니다,O O O S-FEELING
좀 여기 분위기가 자부합니다,O O O S-FEELING
나 오늘 좀 재미있습니다,O O O S-FEELING
나 오늘 음 조심스럽습니다,O O O S-FEELING
나 오늘 많이 좋습니다,O O O S-FEELING
나 오늘 기분이 즐겁습니다,O O O S-FEELING
나 기분이 오늘 천만다행입니다,O O O S-FEELING
기분이 나 오늘 친근합니다,O O O S-FEELING
기분이 음 좀 친숙합니다,O O O S-FEELING
기분이 오늘 좀 콩닥거리습니다,O O O S-FEELING
기분이 오늘 많이 쾌적합니다,O O O S-FEELING
어쩐지 기분이 오늘 탐나합니다,O O O S-FEELING
왠지 오늘 기분이 통쾌합니다,O O O S-FEELING
왠지 나 오늘 편안합니다,O O O S-FEELING
사실 나 오늘 행복합니다,O O O S-FEELING
오늘 나 사실 후련합니다,O O O S-FEELING
나 오늘 사실 훌륭합니다,O O O S-FEELING
요즘 나 사실 흐뭇합니다,O O O S-FEELING
요즘 나 상당히 흡족합니다,O O O S-FEELING
요즘 나 많이 흥겹습니다,O O O S-FEELING
요즘 나 되게 흥미롭습니다,O O O S-FEELING
오늘따라 여기 되게 희희낙락합니다,O O O S-FEELING
오늘따라 여기 분위기가 이쁩니다,O O O S-FEELING
오늘따라 왠지 여기 가슴아픕니다,O O O S-FEELING
오늘따라 분위기가 뭔가 가슴앓이합니다,O O O S-FEELING
뭔가 많이 좀 각박합니다,O O O S-FEELING
오늘 어쩐지 상당히 간절합니다,O O O S-FEELING
오늘 어쩐지 사실 걱정합니다,O O O S-FEELING
오늘 어쩐지 되게 고달픕니다,O O O S-FEELING
오늘 정말 많이 고독합니다,O O O S-FEELING
오늘 정말 기분이 곤욕스럽습니다,O O O S-FEELING
오늘 정말 나 공허합니다,O O O S-FEELING
오늘 기분이 많이 괴롭습니다,O O O S-FEELING
오늘 상당히 여기 그리워합니다,O O O S-FEELING
오늘 여기 분위기가 근심스럽습니다,O O O S-FEELING
좀 여기 상당히 글썽글썽합니다,O O O S-FEELING
좀 여기 분위기가 기구합니다,O O O S-FEELING
나 오늘 좀 기운없습니다,O O O S-FEELING
나 오늘 음 낙담합니다,O O O S-FEELING
나 오늘 많이 낙심합니다,O O O S-FEELING
나 오늘 기분이 난처합니다,O O O S-FEELING
나 기분이 오늘 낭패스럽습니다,O O O S-FEELING
기분이 나 오늘 막막합니다,O O O S-FEELING
기분이 음 좀 망연자실합니다,O O O S-FEELING
기분이 오늘 좀 먹먹합니다,O O O S-FEELING
기분이 오늘 많이 미안합니다,O O O S-FEELING
어쩐지 기분이 오늘 북받칩니다,O O O S-FEELING
왠지 오늘 기분이 부끄럽습니다,O O O S-FEELING
왠지 나 오늘 불쌍합니다,O O O S-FEELING
사실 나 오늘 불행합니다,O O O S-FEELING
오늘 나 사실 비참합니다,O O O S-FEELING
나 오늘 사실 비탄합니다,O O O S-FEELING
요즘 나 사실 비통합니다,O O O S-FEELING
요즘 나 상당히 뼈저립니다,O O O S-FEELING
요즘 나 많이 사무칩니다,O O O S-FEELING
요즘 나 되게 서럽습니다,O O O S-FEELING
오늘따라 여기 되게 서운합니다,O O O S-FEELING
오늘따라 여기 분위기가 섭섭합니다,O O O S-FEELING
오늘따라 왠지 여기 속상합니다,O O O S-FEELING
오늘따라 분위기가 뭔가 송구합니다,O O O S-FEELING
뭔가 많이 좀 숙연합니다,O O O S-FEELING
오늘 어쩐지 상당히 슬퍼합니다,O O O S-FEELING
오늘 어쩐지 사실 실망합니다,O O O S-FEELING
오늘 어쩐지 되게 심각합니다,O O O S-FEELING
오늘 정말 많이 심란합니다,O O O S-FEELING
오늘 정말 기분이 쓸쓸합니다,O O O S-FEELING
오늘 정말 나 씁쓸합니다,O O O S-FEELING
오늘 기분이 많이 아깝습니다,O O O S-FEELING
오늘 상당히 여기 아쉽습니다,O O O S-FEELING
오늘 여기 분위기가 안쓰럽습니다,O O O S-FEELING
좀 여기 상당히 안타깝습니다,O O O S-FEELING
